country,Year,Area,Sex,Record Type,Reliability,Source Year,Value,Value Footnotes
Ukraine,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29346155,111
Ukraine,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29629032.5,"8,111"
Ukraine,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,29673113,111
Ukraine,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29390235.5,"8,111"
Ukraine,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,29434316,111
Ukraine,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31336623,
Ukraine,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31080991,
Ukraine,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31378639,
Ukraine,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31123007,
Ukraine,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31380874,
Ukraine,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2013,31379757,
Ukraine,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,31124125,
Ukraine,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31125243,
Ukraine,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31441649,
Ukraine,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2013,31411262,
Ukraine,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31186018,
Ukraine,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31524795,
Ukraine,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2013,31483222,
Ukraine,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31269164,
Ukraine,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2011,31556001.5,
Ukraine,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31587203,
Ukraine,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31372364,
Ukraine,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,31668757,
Ukraine,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2011,31627980,
Ukraine,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,31413141,
United Kingdom of Great Britain and Northern Ireland,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,51399714,112
United Kingdom of Great Britain and Northern Ireland,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,51217521,"112,113"
United Republic of Tanzania,2012,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,13305004,114
United Republic of Tanzania,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,12386841,115
United Republic of Tanzania,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,11875395,115
United Republic of Tanzania,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,11378015,115
United Republic of Tanzania,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,10892350,115
United Republic of Tanzania,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,10419287,115
United States of America,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,249253271,
Uruguay,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,3341002.59514084,9
Uruguay,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3326886.13613247,9
Uruguay,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3312522.81363511,9
Uruguay,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3297947.87659674,9
Uruguay,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3283176.57533554,9
Uruguay,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3268280.90046484,9
Uruguay,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3253369.76747401,9
Uruguay,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,3110701,
Uruguay,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3238644.49398001,
Uruguay,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3216519.09329922,
Uruguay,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3191383.85131243,
Uruguay,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3169766.55230268,
Uzbekistan,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,16532700,64
Uzbekistan,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,16250800,64
Uzbekistan,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,16414114,64
Uzbekistan,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,16133260,64
Uzbekistan,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,15963900,64
Uzbekistan,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,15855953,64
Uzbekistan,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,15651614,64
Uzbekistan,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,15462637,64
Uzbekistan,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,15285000,64
Uzbekistan,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,15062700,64
Uzbekistan,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,14661700,64
Uzbekistan,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,14330900,64
Uzbekistan,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,14141300,64
Vanuatu,2016,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2017,67749,
Vanuatu,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,63432,
Vanuatu,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,61277,
Vanuatu,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,59199,
Vanuatu,2009,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,57195,
Venezuela (Bolivarian Republic of),2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,24182998,116
Viet Nam,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,33571556.4849428,
Viet Nam,2017,Urban,Both Sexes,Estimate - de jure,Provisional figure with questionable reliability,2019,32823139,
Viet Nam,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,31985992,
Viet Nam,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,31067492,117
Viet Nam,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,30035405,117
Viet Nam,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,28874900,117
Viet Nam,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,28269200,117
Viet Nam,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,27719300,117
Viet Nam,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,26515900,117
Viet Nam,2009,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2011,25436896,
Viet Nam,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,25584740,117
Viet Nam,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,24673136,117
Yemen,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2014,7280367.40989262,9
Yemen,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2014,7075639,9
Yemen,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2014,6875788.63986243,9
Yemen,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2013,6673916,9
Yemen,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2012,6475802,9
Yemen,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2012,6281475,9
Zambia,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,7221318,5
Zambia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,6964965,5
Zambia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,6715149,5
Zambia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,6472258,5
Zambia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,6235786,5
Zambia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,6005218,5
Zambia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,5780936,5
Zambia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,5563212,5
Zambia,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,5021022,
Zambia,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,5173450,
Zimbabwe,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,4993375,"100,107"
Zimbabwe,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,4878395,"100,107"
Zimbabwe,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,4763408,"100,107"
Zimbabwe,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,4648970,"100,107"
Zimbabwe,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,4535793,"100,107"
Zimbabwe,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,4424783,"100,107"
Zimbabwe,2012,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,4284145,
Zimbabwe,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,3495205.47945205,115
