country,Year,Area,Sex,Religion,Record Type,Reliability,Source Year,Value,Value Footnotes
Poland,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2014,134693,
Poland,2011,Total,Both Sexes,Old Catholic Church,Census - de jure - complete tabulation,"Final figure, complete",2014,9961,
Poland,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2014,158477,
Poland,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2014,26166,
Poland,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,33331533,
Poland,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2014,44942,
Poland,2011,Total,Both Sexes,Refused to answer,Census - de jure - complete tabulation,"Final figure, complete",2014,2744836,
Poland,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2014,915590,
Poland,2011,Total,Both Sexes,Polish National Catholic Church,Census - de jure - complete tabulation,"Final figure, complete",2014,8806,
Poland,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2014,560937,
Portugal,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,10562178,
Portugal,2011,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,7281887,
Portugal,2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2013,3061,
Portugal,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2013,20640,
Portugal,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,56550,
Portugal,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2013,75571,
Portugal,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,163338,
Portugal,2011,Total,Both Sexes,Didn't answer,Census - de jure - complete tabulation,"Final figure, complete",2013,744874,
Portugal,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2013,615332,
Portugal,2011,Total,Both Sexes,Other Non-Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,28596,
Portugal,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,1572329,20
Republic of Korea,2015,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,49052389,"21,22"
Republic of Korea,2015,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2017,7619332,"21,22"
Republic of Korea,2015,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2017,3890311,"21,22"
Republic of Korea,2015,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2017,13566072,"21,22"
Republic of Korea,2015,Total,Both Sexes,Confucian,Census - de jure - complete tabulation,"Final figure, complete",2017,75703,"21,22"
Republic of Korea,2015,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2017,9675761,"21,22"
Republic of Korea,2015,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2017,98185,"21,22"
Republic of Korea,2015,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2017,27498715,"21,22"
Republic of Korea,2015,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2017,0,"21,22"
Republic of Korea,2015,Total,Both Sexes,Other Religions and Persuasions,Census - de jure - complete tabulation,"Final figure, complete",2017,0,"21,22"
Republic of Korea,2015,Total,Both Sexes,Won Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2017,84141,"21,22"
Republic of Korea,2015,Total,Both Sexes,Ch'ondo-gyo,Census - de jure - complete tabulation,"Final figure, complete",2017,65964,"21,22"
Republic of Korea,2015,Total,Both Sexes,Taejong-gyo,Census - de jure - complete tabulation,"Final figure, complete",2017,3101,"21,22"
Republic of Korea,2015,Total,Both Sexes,Daesoonjillihoi,Census - de jure - complete tabulation,"Final figure, complete",2017,41176,"21,22"
Republic of Moldova,2014,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,2804801,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Atheist,Census - de facto - complete tabulation,"Final figure, complete",2016,5515,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Baptist,Census - de facto - complete tabulation,"Final figure, complete",2016,25380,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Christian of Old Rite,Census - de facto - complete tabulation,"Final figure, complete",2016,2535,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Evangelic Synodal Presbyterian,Census - de facto - complete tabulation,"Final figure, complete",2016,2292,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Orthodox,Census - de facto - complete tabulation,"Final figure, complete",2016,2528152,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Pentecostal,Census - de facto - complete tabulation,"Final figure, complete",2016,10049,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2016,2745,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2016,9063,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2016,20789,"23,24"
Republic of Moldova,2014,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2016,427,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Evangelical Christian,Census - de facto - complete tabulation,"Final figure, complete",2016,4812,"23,24"
Republic of Moldova,2014,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2016,193042,"23,24"
Romania,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,20121641,
Romania,2011,Total,Both Sexes,Atheist,Census - de jure - complete tabulation,"Final figure, complete",2014,20743,
Romania,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2014,112850,
Romania,2011,Total,Both Sexes,Christian by Gospel,Census - de jure - complete tabulation,"Final figure, complete",2014,42495,
Romania,2011,Total,Both Sexes,Christian of Old Rite,Census - de jure - complete tabulation,"Final figure, complete",2014,32558,
Romania,2011,Total,Both Sexes,Evangelic Augustan Confession,Census - de jure - complete tabulation,"Final figure, complete",2014,5399,
Romania,2011,Total,Both Sexes,Evangelical,Census - de jure - complete tabulation,"Final figure, complete",2014,15514,
Romania,2011,Total,Both Sexes,Evangelical Lutherans,Census - de jure - complete tabulation,"Final figure, complete",2014,20168,
Romania,2011,Total,Both Sexes,Greek Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,150593,
Romania,2011,Total,Both Sexes,Mosaic,Census - de jure - complete tabulation,"Final figure, complete",2014,3519,
Romania,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2014,64337,
Romania,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2014,16307004,
Romania,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2014,362314,
Romania,2011,Total,Both Sexes,Reformat,Census - de jure - complete tabulation,"Final figure, complete",2014,600932,
Romania,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,870774,
Romania,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2014,80944,
Romania,2011,Total,Both Sexes,Unitarian,Census - de jure - complete tabulation,"Final figure, complete",2014,57686,
Romania,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2014,64598,
Romania,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2014,30557,
Romania,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2014,18917,
Romania,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2014,1259739,
Rwanda,2012,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,10378021,25
Rwanda,2012,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2016,1242174,25
Rwanda,2012,Total,Both Sexes,Animist,Census - de jure - complete tabulation,"Final figure, complete",2016,1510,25
Rwanda,2012,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,4599371,25
Rwanda,2012,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2016,69451,25
Rwanda,2012,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2016,211011,25
Rwanda,2012,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2016,3967592,25
Rwanda,2012,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2016,25344,25
Rwanda,2012,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2016,259150,25
Rwanda,2012,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2016,2418,25
Saint Helena ex. dep.,2016,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,4349,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2016,2995,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2016,11,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2016,93,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2016,178,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,New Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2016,61,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,53,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Salvation Army,Census - de jure - complete tabulation,"Final figure, complete",2016,75,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2016,77,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2016,97,"26,27"
Saint Helena ex. dep.,2016,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,709,"26,27"
Saint Helena ex. dep.,2008,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2012,4257,
Saint Helena ex. dep.,2008,Total,Both Sexes,Agnostic,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Apostolic,Census - de facto - complete tabulation,"Final figure, complete",2012,37,
Saint Helena ex. dep.,2008,Total,Both Sexes,Baha'i,Census - de facto - complete tabulation,"Final figure, complete",2012,9,
Saint Helena ex. dep.,2008,Total,Both Sexes,Baptist,Census - de facto - complete tabulation,"Final figure, complete",2012,115,
Saint Helena ex. dep.,2008,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Church of England,Census - de facto - complete tabulation,"Final figure, complete",2012,3394,
Saint Helena ex. dep.,2008,Total,Both Sexes,Jehovah Witness,Census - de facto - complete tabulation,"Final figure, complete",2012,224,
Saint Helena ex. dep.,2008,Total,Both Sexes,Methodist,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Presbyterian,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2012,55,
Saint Helena ex. dep.,2008,Total,Both Sexes,Salvation Army,Census - de facto - complete tabulation,"Final figure, complete",2012,77,
Saint Helena ex. dep.,2008,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2012,83,
Saint Helena ex. dep.,2008,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2012,202,
Saint Helena ex. dep.,2008,Total,Both Sexes,Other Christians,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Saint Helena ex. dep.,2008,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2012,61,
Saint Helena ex. dep.,2008,Total,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2012,0,
Samoa,2016,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,195979,
Samoa,2016,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2018,252,
Samoa,2016,Total,Both Sexes,Assembly of God,Census - de jure - complete tabulation,"Final figure, complete",2018,13399,
Samoa,2016,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2018,817,
Samoa,2016,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2018,679,
Samoa,2016,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2018,36766,
Samoa,2016,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2018,1345,28
Samoa,2016,Total,Both Sexes,Congregational,Census - de jure - complete tabulation,"Final figure, complete",2018,56818,
Samoa,2016,Total,Both Sexes,Full Gospel Church,Census - de jure - complete tabulation,"Final figure, complete",2018,1946,
Samoa,2016,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2018,1503,
Samoa,2016,Total,Both Sexes,Latter Day Saints,Census - de jure - complete tabulation,"Final figure, complete",2018,33077,
Samoa,2016,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2018,24228,
Samoa,2016,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2018,87,
Samoa,2016,Total,Both Sexes,Nazarene,Census - de jure - complete tabulation,"Final figure, complete",2018,1358,
Samoa,2016,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2018,282,
Samoa,2016,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2018,8534,
Samoa,2016,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2018,4793,
Samoa,2016,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2018,381,
Samoa,2016,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2018,93,
Samoa,2016,Total,Both Sexes,Elim,Census - de jure - complete tabulation,"Final figure, complete",2018,159,
Samoa,2016,Total,Both Sexes,Worship Centre,Census - de jure - complete tabulation,"Final figure, complete",2018,5433,
Samoa,2016,Total,Both Sexes,CCCJS,Census - de jure - complete tabulation,"Final figure, complete",2018,657,
Samoa,2016,Total,Both Sexes,Voice of Christ,Census - de jure - complete tabulation,"Final figure, complete",2018,1841,
Samoa,2016,Total,Both Sexes,Samoa Evangelism,Census - de jure - complete tabulation,"Final figure, complete",2018,130,
Samoa,2016,Total,Both Sexes,Peace Chapel,Census - de jure - complete tabulation,"Final figure, complete",2018,762,
Samoa,2016,Total,Both Sexes,Aoga Tusi Paia,Census - de jure - complete tabulation,"Final figure, complete",2018,639,
Sao Tome and Principe,2012,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,178739,
Sao Tome and Principe,2012,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2016,7239,
Sao Tome and Principe,2012,Total,Both Sexes,Assembly of God,Census - de jure - complete tabulation,"Final figure, complete",2016,5991,
Sao Tome and Principe,2012,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2016,2202,
Sao Tome and Principe,2012,Total,Both Sexes,New Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2016,5177,
Sao Tome and Principe,2012,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2016,8990,
Sao Tome and Principe,2012,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2016,37935,
Sao Tome and Principe,2012,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2016,488,
Sao Tome and Principe,2012,Total,Both Sexes,God is Love,Census - de jure - complete tabulation,"Final figure, complete",2016,1432,
Sao Tome and Principe,2012,Total,Both Sexes,Roman Apostolic Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,99570,
Sao Tome and Principe,2012,Total,Both Sexes,Universal of the Kingdom of God,Census - de jure - complete tabulation,"Final figure, complete",2016,3568,
Sao Tome and Principe,2012,Total,Both Sexes,Messianica,Census - de jure - complete tabulation,"Final figure, complete",2016,688,
Sao Tome and Principe,2012,Total,Both Sexes,Maná,Census - de jure - complete tabulation,"Final figure, complete",2016,4191,
Sao Tome and Principe,2012,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,1268,
Serbia,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,7186862,29
Serbia,2011,Total,Both Sexes,Agnostic,Census - de jure - complete tabulation,"Final figure, complete",2013,4010,29
Serbia,2011,Total,Both Sexes,Atheist,Census - de jure - complete tabulation,"Final figure, complete",2013,80053,29
Serbia,2011,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,356957,29
Serbia,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2013,222828,29
Serbia,2011,Total,Both Sexes,Judaism,Census - de jure - complete tabulation,"Final figure, complete",2013,578,29
Serbia,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2013,71284,29
Serbia,2011,Total,Both Sexes,Serbian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,6079396,29
Serbia,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,48294,29
Serbia,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2013,1776,29
Serbia,2011,Total,Both Sexes,Didn't answer,Census - de jure - complete tabulation,"Final figure, complete",2013,220735,29
Serbia,2011,Total,Both Sexes,Eastern religion,Census - de jure - complete tabulation,"Final figure, complete",2013,1237,"29,30"
Serbia,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,99714,29
Singapore,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,3105748,"31,32,33"
Singapore,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2011,1032879,"31,32,33"
Singapore,2010,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2011,219133,"31,32,33"
Singapore,2010,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2011,569244,"31,32,33"
Singapore,2010,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2011,157854,"31,32,33"
Singapore,2010,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2011,457435,"31,32,33"
Singapore,2010,Total,Both Sexes,Sikh,Census - de jure - complete tabulation,"Final figure, complete",2011,10744,"31,32,33"
Singapore,2010,Total,Both Sexes,Taoist,Census - de jure - complete tabulation,"Final figure, complete",2011,339149,"31,32,33,34"
Singapore,2010,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2011,350111,"31,32,33"
Singapore,2010,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2011,10891,"31,32,33"
Singapore,2010,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2011,527553,"31,32,33"
Sint Maarten (Dutch part),2011,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2015,33609,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Adventist,Census - de facto - complete tabulation,"Final figure, complete",2015,2224,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Anglican,Census - de facto - complete tabulation,"Final figure, complete",2015,1027,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Baptist,Census - de facto - complete tabulation,"Final figure, complete",2015,1585,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2015,1387,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Evangelical,Census - de facto - complete tabulation,"Final figure, complete",2015,456,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2015,1748,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Jehovah Witness,Census - de facto - complete tabulation,"Final figure, complete",2015,572,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Methodist,Census - de facto - complete tabulation,"Final figure, complete",2015,3346,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Pentecostal,Census - de facto - complete tabulation,"Final figure, complete",2015,4954,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Protestant,Census - de facto - complete tabulation,"Final figure, complete",2015,927,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Rastafarian,Census - de facto - complete tabulation,"Final figure, complete",2015,64,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2015,11134,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2015,2654,
Sint Maarten (Dutch part),2011,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2015,2654,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Islam/Judaism,Census - de facto - complete tabulation,"Final figure, complete",2015,377,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Buddhism/ Sikh,Census - de facto - complete tabulation,"Final figure, complete",2015,88,
Sint Maarten (Dutch part),2011,Total,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2015,796,
Slovakia,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,5397036,
Slovakia,2011,Total,Both Sexes,Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2013,5831,
Slovakia,2011,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2013,1065,
Slovakia,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,7720,
Slovakia,2011,Total,Both Sexes,Church of Jesus Christ of Latter-day Saints,Census - de jure - complete tabulation,"Final figure, complete",2013,972,
Slovakia,2011,Total,Both Sexes,Czechoslovak Hussite Church,Census - de jure - complete tabulation,"Final figure, complete",2013,1782,
Slovakia,2011,Total,Both Sexes,Evangelic of Augsburg Affiliation,Census - de jure - complete tabulation,"Final figure, complete",2013,316250,
Slovakia,2011,Total,Both Sexes,Evangelic Methodist Church,Census - de jure - complete tabulation,"Final figure, complete",2013,10328,
Slovakia,2011,Total,Both Sexes,Fraternity Church,Census - de jure - complete tabulation,"Final figure, complete",2013,3396,
Slovakia,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2013,17222,
Slovakia,2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2013,1999,
Slovakia,2011,Total,Both Sexes,New Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2013,166,
Slovakia,2011,Total,Both Sexes,Old Catholic Church,Census - de jure - complete tabulation,"Final figure, complete",2013,1687,
Slovakia,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,49133,
Slovakia,2011,Total,Both Sexes,Reformed Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,98797,
Slovakia,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,3347277,
Slovakia,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2013,2915,
Slovakia,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2013,23340,
Slovakia,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2013,725362,
Slovakia,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2013,571437,
Slovakia,2011,Total,Both Sexes,Byzantine Catholic Church,Census - de jure - complete tabulation,"Final figure, complete",2013,206871,
Slovakia,2011,Total,Both Sexes,Baptists Fraternity Union,Census - de jure - complete tabulation,"Final figure, complete",2013,3486,
Sri Lanka,2012,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,20359439,
Sri Lanka,2012,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2016,14272056,
Sri Lanka,2012,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2016,2561299,
Sri Lanka,2012,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2016,1967523,
Sri Lanka,2012,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,1261194,
Sri Lanka,2012,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2016,6400,
Sri Lanka,2012,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2016,290967,
Suriname,2012,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2015,541638,
Suriname,2012,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2015,262320,
Suriname,2012,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2015,120623,
Suriname,2012,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2015,75053,
Suriname,2012,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2015,66560,
Suriname,2012,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2015,17082,
Switzerland,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,6587556,35
Switzerland,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2012,320958,35
Switzerland,2011,Total,Both Sexes,Judaism,Census - de jure - complete tabulation,"Final figure, complete",2012,16763,35
Switzerland,2011,Total,Both Sexes,Reformed Churches,Census - de jure - complete tabulation,"Final figure, complete",2012,1830143,35
Switzerland,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2012,2532217,35
Switzerland,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2012,368698,35
Switzerland,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2012,80758,35
Switzerland,2011,Total,Both Sexes,No Afiliation,Census - de jure - complete tabulation,"Final figure, complete",2012,1356795,35
Switzerland,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,81224,35
Thailand,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,65981659,
Thailand,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2012,61746429,
Thailand,2010,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2012,789376,
Thailand,2010,Total,Both Sexes,Confucian,Census - de jure - complete tabulation,"Final figure, complete",2012,16718,
